"County","FIPS","Year","Race","Type","Measure Type","Variable","Value"
"Connecticut","09","2002","Other","Infant","Number","Fetal Mortality",11
"Connecticut","09","2002","White","Fetal","Number","Fetal Mortality",157
"Connecticut","09","2002","White","Infant","Number","Fetal Mortality",178
"Connecticut","09","2003","All","Fetal","Number","Fetal Mortality",251
"Connecticut","09","2003","All","Fetal","Rate","Fetal Mortality",5.86
"Connecticut","09","2003","All","Infant","Number","Fetal Mortality",230
"Connecticut","09","2003","All","Infant","Rate","Fetal Mortality",5.37
"Connecticut","09","2003","All","Neonatal","Number","Fetal Mortality",161
"Connecticut","09","2003","All","Neonatal","Rate","Fetal Mortality",3.76
"Connecticut","09","2003","All","Postneonatal","Number","Fetal Mortality",69
"Connecticut","09","2003","All","Postneonatal","Rate","Fetal Mortality",1.61
"Connecticut","09","2003","Black or African American","Fetal","Number","Fetal Mortality",63
"Connecticut","09","2003","Black or African American","Infant","Number","Fetal Mortality",59
"Connecticut","09","2003","Hispanic or Latino","Fetal","Number","Fetal Mortality",70
"Connecticut","09","2003","Hispanic or Latino","Infant","Number","Fetal Mortality",39
"Connecticut","09","2003","Other","Fetal","Number","Fetal Mortality",11
"Connecticut","09","2003","Other","Infant","Number","Fetal Mortality",6
"Connecticut","09","2003","White","Fetal","Number","Fetal Mortality",169
"Connecticut","09","2003","White","Infant","Number","Fetal Mortality",159
"Connecticut","09","2004","All","Fetal","Number","Fetal Mortality",250
"Connecticut","09","2004","All","Fetal","Rate","Fetal Mortality",5.95
"Connecticut","09","2004","All","Infant","Number","Fetal Mortality",237
"Connecticut","09","2004","All","Infant","Rate","Fetal Mortality",5.64
"Connecticut","09","2004","All","Neonatal","Number","Fetal Mortality",175
"Connecticut","09","2004","All","Neonatal","Rate","Fetal Mortality",4.17
"Connecticut","09","2004","All","Postneonatal","Number","Fetal Mortality",62
"Connecticut","09","2004","All","Postneonatal","Rate","Fetal Mortality",1.48
"Connecticut","09","2004","Black or African American","Fetal","Number","Fetal Mortality",57
"Connecticut","09","2004","Black or African American","Infant","Number","Fetal Mortality",69
"Connecticut","09","2004","Hispanic or Latino","Fetal","Number","Fetal Mortality",54
"Connecticut","09","2004","Hispanic or Latino","Infant","Number","Fetal Mortality",61
"Connecticut","09","2004","Other","Fetal","Number","Fetal Mortality",10
"Connecticut","09","2004","Other","Infant","Number","Fetal Mortality",8
"Connecticut","09","2004","White","Fetal","Number","Fetal Mortality",183
"Connecticut","09","2004","White","Infant","Number","Fetal Mortality",154
"Connecticut","09","2005","All","Fetal","Number","Fetal Mortality",243
"Connecticut","09","2005","All","Fetal","Rate","Fetal Mortality",5.82
"Connecticut","09","2005","All","Infant","Number","Fetal Mortality",237
"Connecticut","09","2005","All","Infant","Rate","Fetal Mortality",5.68
"Connecticut","09","2005","All","Neonatal","Number","Fetal Mortality",170
"Connecticut","09","2005","All","Neonatal","Rate","Fetal Mortality",4.07
"Connecticut","09","2005","All","Postneonatal","Number","Fetal Mortality",67
"Connecticut","09","2005","All","Postneonatal","Rate","Fetal Mortality",1.61
"Connecticut","09","2005","Black or African American","Fetal","Number","Fetal Mortality",56
"Connecticut","09","2005","Black or African American","Infant","Number","Fetal Mortality",66
"Connecticut","09","2005","Hispanic or Latino","Fetal","Number","Fetal Mortality",62
"Connecticut","09","2005","Hispanic or Latino","Infant","Number","Fetal Mortality",60
"Connecticut","09","2005","Other","Fetal","Number","Fetal Mortality",13
"Connecticut","09","2005","Other","Infant","Number","Fetal Mortality",-9999
"Connecticut","09","2005","White","Fetal","Number","Fetal Mortality",173
"Connecticut","09","2005","White","Infant","Number","Fetal Mortality",141
"Connecticut","09","2006","All","Fetal","Number","Fetal Mortality",232
"Connecticut","09","2006","All","Fetal","Rate","Fetal Mortality",5.55
"Connecticut","09","2006","All","Infant","Number","Fetal Mortality",257
"Connecticut","09","2006","All","Infant","Rate","Fetal Mortality",6.15
"Connecticut","09","2006","All","Neonatal","Number","Fetal Mortality",197
"Connecticut","09","2006","All","Neonatal","Rate","Fetal Mortality",4.71
"Connecticut","09","2006","All","Postneonatal","Number","Fetal Mortality",60
"Connecticut","09","2006","All","Postneonatal","Rate","Fetal Mortality",1.44
"Connecticut","09","2006","Black or African American","Fetal","Number","Fetal Mortality",66
"Connecticut","09","2006","Black or African American","Infant","Number","Fetal Mortality",79
"Connecticut","09","2006","Hispanic or Latino","Fetal","Number","Fetal Mortality",50
"Connecticut","09","2006","Hispanic or Latino","Infant","Number","Fetal Mortality",61
"Connecticut","09","2006","Other","Fetal","Number","Fetal Mortality",11
"Connecticut","09","2006","Other","Infant","Number","Fetal Mortality",13
"Connecticut","09","2006","White","Fetal","Number","Fetal Mortality",152
"Connecticut","09","2006","White","Infant","Number","Fetal Mortality",147
"Connecticut","09","2007","All","Fetal","Number","Fetal Mortality",210
"Connecticut","09","2007","All","Fetal","Rate","Fetal Mortality",5.05
"Connecticut","09","2007","All","Infant","Number","Fetal Mortality",275
"Connecticut","09","2007","All","Infant","Rate","Fetal Mortality",6.61
"Connecticut","09","2007","All","Neonatal","Number","Fetal Mortality",211
"Connecticut","09","2007","All","Neonatal","Rate","Fetal Mortality",5.07
"Connecticut","09","2007","All","Postneonatal","Number","Fetal Mortality",64
"Connecticut","09","2007","All","Postneonatal","Rate","Fetal Mortality",1.54
"Connecticut","09","2007","Black or African American","Fetal","Number","Fetal Mortality",54
"Connecticut","09","2007","Black or African American","Infant","Number","Fetal Mortality",65
"Connecticut","09","2007","Hispanic or Latino","Fetal","Number","Fetal Mortality",37
"Connecticut","09","2007","Hispanic or Latino","Infant","Number","Fetal Mortality",56
"Connecticut","09","2007","Other","Fetal","Number","Fetal Mortality",-9999
"Connecticut","09","2007","Other","Infant","Number","Fetal Mortality",12
"Connecticut","09","2007","White","Fetal","Number","Fetal Mortality",149
"Connecticut","09","2007","White","Infant","Number","Fetal Mortality",180
"Connecticut","09","2008","All","Fetal","Number","Fetal Mortality",225
"Connecticut","09","2008","All","Fetal","Rate","Fetal Mortality",5.57
"Connecticut","09","2008","All","Infant","Number","Fetal Mortality",240
"Connecticut","09","2008","All","Infant","Rate","Fetal Mortality",5.94
"Connecticut","09","2008","All","Neonatal","Number","Fetal Mortality",179
"Connecticut","09","2008","All","Neonatal","Rate","Fetal Mortality",4.43
"Connecticut","09","2008","All","Postneonatal","Number","Fetal Mortality",61
"Connecticut","09","2008","All","Postneonatal","Rate","Fetal Mortality",1.51
"Connecticut","09","2008","Black or African American","Fetal","Number","Fetal Mortality",62
"Connecticut","09","2008","Black or African American","Infant","Number","Fetal Mortality",71
"Connecticut","09","2008","Hispanic or Latino","Fetal","Number","Fetal Mortality",54
"Connecticut","09","2008","Hispanic or Latino","Infant","Number","Fetal Mortality",58
"Connecticut","09","2008","Other","Fetal","Number","Fetal Mortality",18
"Connecticut","09","2008","Other","Infant","Number","Fetal Mortality",18
"Connecticut","09","2008","White","Fetal","Number","Fetal Mortality",141
"Connecticut","09","2008","White","Infant","Number","Fetal Mortality",140
"Connecticut","09","2009","All","Fetal","Number","Fetal Mortality",188
"Connecticut","09","2009","All","Fetal","Rate","Fetal Mortality",4.84
"Connecticut","09","2009","All","Infant","Number","Fetal Mortality",216
"Connecticut","09","2009","All","Infant","Rate","Fetal Mortality",5.56
"Connecticut","09","2009","All","Neonatal","Number","Fetal Mortality",164
"Connecticut","09","2009","All","Neonatal","Rate","Fetal Mortality",4.22
"Connecticut","09","2009","All","Postneonatal","Number","Fetal Mortality",52
"Connecticut","09","2009","All","Postneonatal","Rate","Fetal Mortality",1.34
"Connecticut","09","2009","Black or African American","Fetal","Number","Fetal Mortality",44
"Connecticut","09","2009","Black or African American","Infant","Number","Fetal Mortality",67
"Connecticut","09","2009","Hispanic or Latino","Fetal","Number","Fetal Mortality",44
"Connecticut","09","2009","Hispanic or Latino","Infant","Number","Fetal Mortality",61
"Connecticut","09","2009","Other","Fetal","Number","Fetal Mortality",11
"Connecticut","09","2009","Other","Infant","Number","Fetal Mortality",-9999
"Connecticut","09","2009","White","Fetal","Number","Fetal Mortality",133
"Connecticut","09","2009","White","Infant","Number","Fetal Mortality",139
"Connecticut","09","2010","All","Fetal","Number","Fetal Mortality",197
"Connecticut","09","2010","All","Fetal","Rate","Fetal Mortality",5.22
"Connecticut","09","2010","All","Infant","Number","Fetal Mortality",196
"Connecticut","09","2010","All","Infant","Rate","Fetal Mortality",5.2
"Connecticut","09","2010","All","Neonatal","Number","Fetal Mortality",149
"Connecticut","09","2010","All","Neonatal","Rate","Fetal Mortality",3.95
"Connecticut","09","2010","All","Postneonatal","Number","Fetal Mortality",47
"Connecticut","09","2010","All","Postneonatal","Rate","Fetal Mortality",1.25
"Connecticut","09","2010","Black or African American","Fetal","Number","Fetal Mortality",46
"Connecticut","09","2010","Black or African American","Infant","Number","Fetal Mortality",60
"Connecticut","09","2010","Hispanic or Latino","Fetal","Number","Fetal Mortality",39
"Connecticut","09","2010","Hispanic or Latino","Infant","Number","Fetal Mortality",62
"Connecticut","09","2010","Other","Fetal","Number","Fetal Mortality",19
"Connecticut","09","2010","Other","Infant","Number","Fetal Mortality",-9999
"Connecticut","09","2010","White","Fetal","Number","Fetal Mortality",130
"Connecticut","09","2010","White","Infant","Number","Fetal Mortality",127
"Connecticut","09","2011","All","Fetal","Number","Fetal Mortality",209
"Connecticut","09","2011","All","Fetal","Rate","Fetal Mortality",5.61
"Connecticut","09","2011","All","Infant","Number","Fetal Mortality",194
"Connecticut","09","2011","All","Infant","Rate","Fetal Mortality",5.2
"Connecticut","09","2011","All","Neonatal","Number","Fetal Mortality",136
"Connecticut","09","2011","All","Neonatal","Rate","Fetal Mortality",3.65
"Connecticut","09","2011","All","Postneonatal","Number","Fetal Mortality",58
"Connecticut","09","2011","All","Postneonatal","Rate","Fetal Mortality",1.56
"Connecticut","09","2011","Black or African American","Fetal","Number","Fetal Mortality",61
"Connecticut","09","2011","Black or African American","Infant","Number","Fetal Mortality",52
"Connecticut","09","2011","Hispanic or Latino","Fetal","Number","Fetal Mortality",37
"Connecticut","09","2011","Hispanic or Latino","Infant","Number","Fetal Mortality",50
"Connecticut","09","2011","Other","Fetal","Number","Fetal Mortality",16
"Connecticut","09","2011","Other","Infant","Number","Fetal Mortality",10
"Connecticut","09","2011","White","Fetal","Number","Fetal Mortality",129
"Connecticut","09","2011","White","Infant","Number","Fetal Mortality",117
"Connecticut","09","2012","All","Fetal","Number","Fetal Mortality",183
"Connecticut","09","2012","All","Fetal","Rate","Fetal Mortality",5.01
"Connecticut","09","2012","All","Infant","Number","Fetal Mortality",192
"Connecticut","09","2012","All","Infant","Rate","Fetal Mortality",5.26
"Connecticut","09","2012","All","Neonatal","Number","Fetal Mortality",150
"Connecticut","09","2012","All","Neonatal","Rate","Fetal Mortality",4.11
"Connecticut","09","2012","All","Postneonatal","Number","Fetal Mortality",42
"Connecticut","09","2012","All","Postneonatal","Rate","Fetal Mortality",1.15
"Connecticut","09","2012","Black or African American","Fetal","Number","Fetal Mortality",43
"Connecticut","09","2012","Black or African American","Infant","Number","Fetal Mortality",59
"Connecticut","09","2012","Hispanic or Latino","Fetal","Number","Fetal Mortality",54
"Connecticut","09","2012","Hispanic or Latino","Infant","Number","Fetal Mortality",57
"Connecticut","09","2012","Other","Fetal","Number","Fetal Mortality",14
"Connecticut","09","2012","Other","Infant","Number","Fetal Mortality",-9999
"Connecticut","09","2012","White","Fetal","Number","Fetal Mortality",124
"Connecticut","09","2012","White","Infant","Number","Fetal Mortality",113
"Connecticut","09","2013","All","Fetal","Number","Fetal Mortality",134
"Connecticut","09","2013","All","Fetal","Rate","Fetal Mortality",3.71
"Connecticut","09","2013","All","Infant","Number","Fetal Mortality",169
"Connecticut","09","2013","All","Infant","Rate","Fetal Mortality",4.68
"Connecticut","09","2013","All","Neonatal","Number","Fetal Mortality",117
"Connecticut","09","2013","All","Neonatal","Rate","Fetal Mortality",3.24
"Connecticut","09","2013","All","Postneonatal","Number","Fetal Mortality",52
"Connecticut","09","2013","All","Postneonatal","Rate","Fetal Mortality",1.44
"Connecticut","09","2013","Black or African American","Fetal","Number","Fetal Mortality",30
"Connecticut","09","2013","Black or African American","Infant","Number","Fetal Mortality",42
"Connecticut","09","2013","Hispanic or Latino","Fetal","Number","Fetal Mortality",34
"Connecticut","09","2013","Hispanic or Latino","Infant","Number","Fetal Mortality",50
"Connecticut","09","2013","Other","Fetal","Number","Fetal Mortality",13
"Connecticut","09","2013","Other","Infant","Number","Fetal Mortality",-9999
"Connecticut","09","2013","White","Fetal","Number","Fetal Mortality",91
"Connecticut","09","2013","White","Infant","Number","Fetal Mortality",113
"Connecticut","09","2014","All","Fetal","Number","Fetal Mortality",142
"Connecticut","09","2014","All","Fetal","Rate","Fetal Mortality",3.93
"Connecticut","09","2014","All","Infant","Number","Fetal Mortality",182
"Connecticut","09","2014","All","Infant","Rate","Fetal Mortality",5.04
"Connecticut","09","2014","All","Neonatal","Number","Fetal Mortality",131
"Connecticut","09","2014","All","Neonatal","Rate","Fetal Mortality",3.63
"Connecticut","09","2014","All","Postneonatal","Number","Fetal Mortality",51
"Connecticut","09","2014","All","Postneonatal","Rate","Fetal Mortality",1.41
"Connecticut","09","2014","Black or African American","Fetal","Number","Fetal Mortality",30
"Connecticut","09","2014","Black or African American","Infant","Number","Fetal Mortality",49
"Connecticut","09","2014","Hispanic or Latino","Fetal","Number","Fetal Mortality",27
"Connecticut","09","2014","Hispanic or Latino","Infant","Number","Fetal Mortality",63
"Connecticut","09","2014","Other","Fetal","Number","Fetal Mortality",9
"Connecticut","09","2014","Other","Infant","Number","Fetal Mortality",7
"Connecticut","09","2014","White","Fetal","Number","Fetal Mortality",101
"Connecticut","09","2014","White","Infant","Number","Fetal Mortality",118
"Fairfield County","09001","1999","All","Fetal","Number","Fetal Mortality",60
"Fairfield County","09001","1999","All","Fetal","Rate","Fetal Mortality",4.78
"Fairfield County","09001","1999","All","Infant","Number","Fetal Mortality",63
"Fairfield County","09001","1999","All","Infant","Rate","Fetal Mortality",5.02
"Fairfield County","09001","1999","All","Neonatal","Number","Fetal Mortality",45
"Fairfield County","09001","1999","All","Neonatal","Rate","Fetal Mortality",3.59
"Fairfield County","09001","1999","All","Postneonatal","Number","Fetal Mortality",18
"Fairfield County","09001","1999","All","Postneonatal","Rate","Fetal Mortality",1.43
"Fairfield County","09001","1999","Black or African American","Fetal","Number","Fetal Mortality",10
"Fairfield County","09001","1999","Black or African American","Infant","Number","Fetal Mortality",19
"Fairfield County","09001","1999","Hispanic or Latino","Fetal","Number","Fetal Mortality",13
"Fairfield County","09001","1999","Hispanic or Latino","Infant","Number","Fetal Mortality",19
"Fairfield County","09001","1999","Other","Fetal","Number","Fetal Mortality",7
"Fairfield County","09001","1999","Other","Infant","Number","Fetal Mortality",-9999
"Fairfield County","09001","1999","White","Fetal","Number","Fetal Mortality",43
"Fairfield County","09001","1999","White","Infant","Number","Fetal Mortality",41
"Fairfield County","09001","2000","All","Fetal","Number","Fetal Mortality",72
"Fairfield County","09001","2000","All","Fetal","Rate","Fetal Mortality",5.78
"Fairfield County","09001","2000","All","Infant","Number","Fetal Mortality",55
"Fairfield County","09001","2000","All","Infant","Rate","Fetal Mortality",4.41
"Fairfield County","09001","2000","All","Neonatal","Number","Fetal Mortality",40
"Fairfield County","09001","2000","All","Neonatal","Rate","Fetal Mortality",3.21
"Fairfield County","09001","2000","All","Postneonatal","Number","Fetal Mortality",15
"Fairfield County","09001","2000","All","Postneonatal","Rate","Fetal Mortality",1.2
"Fairfield County","09001","2000","Black or African American","Fetal","Number","Fetal Mortality",12
"Fairfield County","09001","2000","Black or African American","Infant","Number","Fetal Mortality",19
"Fairfield County","09001","2000","Hispanic or Latino","Fetal","Number","Fetal Mortality",17
"Fairfield County","09001","2000","Hispanic or Latino","Infant","Number","Fetal Mortality",14
"Fairfield County","09001","2000","Other","Fetal","Number","Fetal Mortality",-9999
"Fairfield County","09001","2000","Other","Infant","Number","Fetal Mortality",-9999
"Fairfield County","09001","2000","White","Fetal","Number","Fetal Mortality",56
"Fairfield County","09001","2000","White","Infant","Number","Fetal Mortality",32
"Fairfield County","09001","2001","All","Fetal","Number","Fetal Mortality",53
"Fairfield County","09001","2001","All","Fetal","Rate","Fetal Mortality",4.35
"Fairfield County","09001","2001","All","Infant","Number","Fetal Mortality",63
"Fairfield County","09001","2001","All","Infant","Rate","Fetal Mortality",5.17
"Fairfield County","09001","2001","All","Neonatal","Number","Fetal Mortality",48
"Fairfield County","09001","2001","All","Neonatal","Rate","Fetal Mortality",3.94
"Fairfield County","09001","2001","All","Postneonatal","Number","Fetal Mortality",15
"Fairfield County","09001","2001","All","Postneonatal","Rate","Fetal Mortality",1.23
"Fairfield County","09001","2001","Black or African American","Fetal","Number","Fetal Mortality",11
"Fairfield County","09001","2001","Black or African American","Infant","Number","Fetal Mortality",21
"Fairfield County","09001","2001","Hispanic or Latino","Fetal","Number","Fetal Mortality",11
"Fairfield County","09001","2001","Hispanic or Latino","Infant","Number","Fetal Mortality",10
"Fairfield County","09001","2001","Other","Fetal","Number","Fetal Mortality",-9999
"Fairfield County","09001","2001","Other","Infant","Number","Fetal Mortality",-9999
"Fairfield County","09001","2001","White","Fetal","Number","Fetal Mortality",39
"Fairfield County","09001","2001","White","Infant","Number","Fetal Mortality",32
"Fairfield County","09001","2002","All","Fetal","Number","Fetal Mortality",70
"Fairfield County","09001","2002","All","Fetal","Rate","Fetal Mortality",5.87
"Fairfield County","09001","2002","All","Infant","Number","Fetal Mortality",84
"Fairfield County","09001","2002","All","Infant","Rate","Fetal Mortality",7.04
"Fairfield County","09001","2002","All","Neonatal","Number","Fetal Mortality",61
"Fairfield County","09001","2002","All","Neonatal","Rate","Fetal Mortality",5.11
"Fairfield County","09001","2002","All","Postneonatal","Number","Fetal Mortality",23
"Fairfield County","09001","2002","All","Postneonatal","Rate","Fetal Mortality",1.93
"Fairfield County","09001","2002","Black or African American","Fetal","Number","Fetal Mortality",19
"Fairfield County","09001","2002","Black or African American","Infant","Number","Fetal Mortality",21
"Fairfield County","09001","2002","Hispanic or Latino","Fetal","Number","Fetal Mortality",15
"Fairfield County","09001","2002","Hispanic or Latino","Infant","Number","Fetal Mortality",17
"Fairfield County","09001","2002","Other","Fetal","Number","Fetal Mortality",-9999
"Fairfield County","09001","2002","Other","Infant","Number","Fetal Mortality",-9999
"Fairfield County","09001","2002","White","Fetal","Number","Fetal Mortality",45
"Fairfield County","09001","2002","White","Infant","Number","Fetal Mortality",51
"Fairfield County","09001","2003","All","Fetal","Number","Fetal Mortality",77
"Fairfield County","09001","2003","All","Fetal","Rate","Fetal Mortality",6.32
"Fairfield County","09001","2003","All","Infant","Number","Fetal Mortality",51
"Fairfield County","09001","2003","All","Infant","Rate","Fetal Mortality",4.19
"Fairfield County","09001","2003","All","Neonatal","Number","Fetal Mortality",33
"Fairfield County","09001","2003","All","Neonatal","Rate","Fetal Mortality",2.71
"Fairfield County","09001","2003","All","Postneonatal","Number","Fetal Mortality",18
"Fairfield County","09001","2003","All","Postneonatal","Rate","Fetal Mortality",1.48
"Fairfield County","09001","2003","Black or African American","Fetal","Number","Fetal Mortality",25
"Fairfield County","09001","2003","Black or African American","Infant","Number","Fetal Mortality",17
"Fairfield County","09001","2003","Hispanic or Latino","Fetal","Number","Fetal Mortality",21
"Fairfield County","09001","2003","Hispanic or Latino","Infant","Number","Fetal Mortality",7
"Fairfield County","09001","2003","Other","Fetal","Number","Fetal Mortality",-9999
"Fairfield County","09001","2003","Other","Infant","Number","Fetal Mortality",-9999
"Fairfield County","09001","2003","White","Fetal","Number","Fetal Mortality",47
"Fairfield County","09001","2003","White","Infant","Number","Fetal Mortality",30
"Fairfield County","09001","2004","All","Fetal","Number","Fetal Mortality",65
"Fairfield County","09001","2004","All","Fetal","Rate","Fetal Mortality",5.53
"Fairfield County","09001","2004","All","Infant","Number","Fetal Mortality",38
"Fairfield County","09001","2004","All","Infant","Rate","Fetal Mortality",3.23
"Fairfield County","09001","2004","All","Neonatal","Number","Fetal Mortality",26
"Fairfield County","09001","2004","All","Neonatal","Rate","Fetal Mortality",2.21
"Fairfield County","09001","2004","All","Postneonatal","Number","Fetal Mortality",12
"Fairfield County","09001","2004","All","Postneonatal","Rate","Fetal Mortality",1.02
"Fairfield County","09001","2004","Black or African American","Fetal","Number","Fetal Mortality",19
"Fairfield County","09001","2004","Black or African American","Infant","Number","Fetal Mortality",13
"Fairfield County","09001","2004","Hispanic or Latino","Fetal","Number","Fetal Mortality",14
"Fairfield County","09001","2004","Hispanic or Latino","Infant","Number","Fetal Mortality",11
"Fairfield County","09001","2004","Other","Fetal","Number","Fetal Mortality",-9999
"Fairfield County","09001","2004","Other","Infant","Number","Fetal Mortality",-9999
"Fairfield County","09001","2004","White","Fetal","Number","Fetal Mortality",42
"Fairfield County","09001","2004","White","Infant","Number","Fetal Mortality",22
"Fairfield County","09001","2005","All","Fetal","Number","Fetal Mortality",75
"Fairfield County","09001","2005","All","Fetal","Rate","Fetal Mortality",6.41
"Fairfield County","09001","2005","All","Infant","Number","Fetal Mortality",53
"Fairfield County","09001","2005","All","Infant","Rate","Fetal Mortality",4.53
"Fairfield County","09001","2005","All","Neonatal","Number","Fetal Mortality",38
"Fairfield County","09001","2005","All","Neonatal","Rate","Fetal Mortality",3.25
"Fairfield County","09001","2005","All","Postneonatal","Number","Fetal Mortality",15
"Fairfield County","09001","2005","All","Postneonatal","Rate","Fetal Mortality",1.28
"Fairfield County","09001","2005","Black or African American","Fetal","Number","Fetal Mortality",17
"Fairfield County","09001","2005","Black or African American","Infant","Number","Fetal Mortality",14
"Fairfield County","09001","2005","Hispanic or Latino","Fetal","Number","Fetal Mortality",24
"Fairfield County","09001","2005","Hispanic or Latino","Infant","Number","Fetal Mortality",22
"Fairfield County","09001","2005","Other","Fetal","Number","Fetal Mortality",8
"Fairfield County","09001","2005","Other","Infant","Number","Fetal Mortality",0
"Fairfield County","09001","2005","White","Fetal","Number","Fetal Mortality",50
"Fairfield County","09001","2005","White","Infant","Number","Fetal Mortality",36
"Fairfield County","09001","2006","All","Fetal","Number","Fetal Mortality",57
"Fairfield County","09001","2006","All","Fetal","Rate","Fetal Mortality",4.82
"Fairfield County","09001","2006","All","Infant","Number","Fetal Mortality",58
"Fairfield County","09001","2006","All","Infant","Rate","Fetal Mortality",4.9
"Fairfield County","09001","2006","All","Neonatal","Number","Fetal Mortality",48
"Fairfield County","09001","2006","All","Neonatal","Rate","Fetal Mortality",4.06
"Fairfield County","09001","2006","All","Postneonatal","Number","Fetal Mortality",10
"Fairfield County","09001","2006","All","Postneonatal","Rate","Fetal Mortality",0.84
"Fairfield County","09001","2006","Black or African American","Fetal","Number","Fetal Mortality",13
"Fairfield County","09001","2006","Black or African American","Infant","Number","Fetal Mortality",16
"Fairfield County","09001","2006","Hispanic or Latino","Fetal","Number","Fetal Mortality",16
"Fairfield County","09001","2006","Hispanic or Latino","Infant","Number","Fetal Mortality",14
"Fairfield County","09001","2006","Other","Fetal","Number","Fetal Mortality",-9999
"Fairfield County","09001","2006","Other","Infant","Number","Fetal Mortality",-9999
"Fairfield County","09001","2006","White","Fetal","Number","Fetal Mortality",39
"Fairfield County","09001","2006","White","Infant","Number","Fetal Mortality",33
"Fairfield County","09001","2007","All","Fetal","Number","Fetal Mortality",45
